Headline,NumOfWords,NumOfChar,NumOfPunc,NumOfContPunc,NumOfContUpperCase,NumOfAdjectives,Bigrams,Bi-freq,unigrams,un-freq,trigram,tri-freq,Label
"Ravens @ Raiders - Friday/Game Status
",6,37,0,0,0,0,"[('ravens', 'raiders'), ('raiders', 'friday/game'), ('friday/game', 'status')]",6,"[('ravens',), ('raiders',), ('friday/game',), ('status',)]",4,"[('ravens', 'raiders', 'friday/game'), ('raiders', 'friday/game', 'status')]",6,1
"US Seeks to Monopolize Cyberwarfare
",5,35,0,0,1,0,[],1,"[('cyberwarfare',)]",1,[],1,1
"Las Vegas Police Deny NFL’s Michael Bennett Was Racially Profiled as Video Rebuts Player’s Claims
",15,97,0,0,1,0,"[('las', 'police'), ('police', '’'), ('’', 's'), ('s', 'michael'), ('michael', 'bennett'), ('bennett', 'video'), ('video', 'rebuts'), ('rebuts', 'player'), ('player', 's'), ('s', 'claims')]",20,"[('las',), ('police',), ('’',), ('s',), ('michael',), ('bennett',), ('video',), ('rebuts',), ('player',), ('s',), ('claims',)]",11,"[('las', 'police', '’'), ('police', '’', 's'), ('’', 's', 'michael'), ('s', 'michael', 'bennett'), ('michael', 'bennett', 'video'), ('bennett', 'video', 'rebuts'), ('video', 'rebuts', 'player'), ('rebuts', 'player', 's'), ('player', 's', 'claims')]",27,1
"Judge's Topps Now Card Sold Better Than Expected!
",8,49,0,0,0,0,"[('judge', 'topps')]",2,"[('judge',), ('topps',)]",2,[],1,1
"Jeter Fires 4 More, Mattingly Could Be Next
",8,43,1,0,0,0,[],1,"[('jeter',)]",1,[],1,1
"Dave Doeren has finally gotten that signature win
",8,49,0,0,0,0,"[('dave', 'doeren'), ('doeren', 'signature')]",4,"[('dave',), ('doeren',), ('signature',)]",3,"[('dave', 'doeren', 'signature')]",3,1
"PreaseasonBlackhawks vs Bruins1-0 Shutout Win Recap
",6,51,0,0,0,0,"[('bruins1-0', 'shutout'), ('shutout', 'recap')]",4,"[('bruins1-0',), ('shutout',), ('recap',)]",3,"[('bruins1-0', 'shutout', 'recap')]",3,1
"Anonymous: Las Vegas Witness Makes Brilliant Statement: ‘In a World Where Everyone’s Kneeling…’ (Video)
",14,103,4,0,0,0,"[('las', 'vegas'), ('vegas', 'witness'), ('witness', 'statement'), ('statement', '‘'), ('‘', 'world'), ('world', 'everyone'), ('everyone', 'kneeling…'), ('kneeling…', '’'), ('’', 'video')]",18,"[('las',), ('vegas',), ('witness',), ('statement',), ('‘',), ('world',), ('everyone',), ('kneeling…',), ('’',), ('video',)]",10,"[('las', 'vegas', 'witness'), ('vegas', 'witness', 'statement'), ('witness', 'statement', '‘'), ('statement', '‘', 'world'), ('‘', 'world', 'everyone'), ('world', 'everyone', 'kneeling…'), ('everyone', 'kneeling…', '’'), ('kneeling…', '’', 'video')]",24,1
"NFL Moving Closer to Social Activism Month to Appease Protesters?
",10,65,0,0,1,0,"[('activism', 'month'), ('month', 'protesters')]",4,"[('activism',), ('month',), ('protesters',)]",3,"[('activism', 'month', 'protesters')]",3,1
"Donald Trump Threatens North Korea On Twitter, NK Foreign Minister Responds ""You Declared War""
",14,94,1,0,1,0,"[('donald', 'trump'), ('trump', 'korea'), ('korea', 'twitter'), ('twitter', 'minister'), ('minister', 'war')]",10,"[('donald',), ('trump',), ('korea',), ('twitter',), ('minister',), ('war',)]",6,"[('donald', 'trump', 'korea'), ('trump', 'korea', 'twitter'), ('korea', 'twitter', 'minister'), ('twitter', 'minister', 'war')]",12,1
"Forte, Leggett Out, Shell Doubtful - Injury Report
",8,50,2,0,0,0,"[('forte', 'injury'), ('injury', 'report')]",4,"[('forte',), ('injury',), ('report',)]",3,"[('forte', 'injury', 'report')]",3,1
"Adding Words To Syrian Witness' Statement To Fit Western Narrative
",10,66,0,0,0,0,"[('words', 'witness'), ('witness', 'statement')]",4,"[('words',), ('witness',), ('statement',)]",3,"[('words', 'witness', 'statement')]",3,1
"Active Shooter Reported Near Las Vegas Casino
",7,45,0,0,0,0,"[('shooter', 'las'), ('las', 'vegas'), ('vegas', 'casino')]",6,"[('shooter',), ('las',), ('vegas',), ('casino',)]",4,"[('shooter', 'las', 'vegas'), ('las', 'vegas', 'casino')]",6,1
"The Chicago Bears versus the Green Bay Packers Quick Injury Analysis
",11,68,0,0,0,0,"[('chicago', 'bay'), ('bay', 'packers'), ('packers', 'injury'), ('injury', 'analysis')]",8,"[('chicago',), ('bay',), ('packers',), ('injury',), ('analysis',)]",5,"[('chicago', 'bay', 'packers'), ('bay', 'packers', 'injury'), ('packers', 'injury', 'analysis')]",9,1
"Friday: Pirates at Nats, Cole v Strasburg, Lineup, Notes
",9,56,4,0,0,0,"[('friday', 'pirates'), ('pirates', 'nats'), ('nats', 'v'), ('v', 'strasburg'), ('strasburg', 'lineup'), ('lineup', 'notes')]",12,"[('friday',), ('pirates',), ('nats',), ('v',), ('strasburg',), ('lineup',), ('notes',)]",7,"[('friday', 'pirates', 'nats'), ('pirates', 'nats', 'v'), ('nats', 'v', 'strasburg'), ('v', 'strasburg', 'lineup'), ('strasburg', 'lineup', 'notes')]",15,1
"Researchers Connect a Human Mind to the Internet for the First Time Ever
",13,72,0,0,0,0,"[('researchers', 'mind'), ('mind', 'internet'), ('internet', 'time')]",6,"[('researchers',), ('mind',), ('internet',), ('time',)]",4,"[('researchers', 'mind', 'internet'), ('mind', 'internet', 'time')]",6,1
"Wake Up America, It’s Time To Repeal The Second Amendment
",10,57,1,0,0,0,"[('time', 'amendment')]",2,"[('time',), ('amendment',)]",2,[],1,1
"2017 Fantasy Football IDP Rankings - Week 5
",8,43,0,0,1,0,"[('fantasy', 'football'), ('football', 'idp'), ('idp', 'rankings'), ('rankings', 'week')]",8,"[('fantasy',), ('football',), ('idp',), ('rankings',), ('week',)]",5,"[('fantasy', 'football', 'idp'), ('football', 'idp', 'rankings'), ('idp', 'rankings', 'week')]",9,1
"This Is An American Warning, We Are Headed For Rough Times David Robertson
",13,74,1,0,0,0,"[('warning', 'times'), ('times', 'robertson')]",4,"[('warning',), ('times',), ('robertson',)]",3,"[('warning', 'times', 'robertson')]",3,1
"Start ‘Em or Sit ‘Em (2017): Week 4: Dak Prescott, Chris Carson, T.Y. Hilton & More
",16,83,8,1,0,0,"[('start', 'em'), ('em', 'week'), ('week', 'dak'), ('dak', 'prescott'), ('prescott', 'chris'), ('chris', 'carson'), ('carson', 't.y'), ('t.y', 'hilton')]",16,"[('start',), ('em',), ('week',), ('dak',), ('prescott',), ('chris',), ('carson',), ('t.y',), ('hilton',)]",9,"[('start', 'em', 'week'), ('em', 'week', 'dak'), ('week', 'dak', 'prescott'), ('dak', 'prescott', 'chris'), ('prescott', 'chris', 'carson'), ('chris', 'carson', 't.y'), ('carson', 't.y', 'hilton')]",21,1
"Bloody Luck - A.F. Branco Cartoon
",6,33,2,0,0,0,"[('bloody', 'a.f'), ('a.f', 'branco'), ('branco', 'cartoon')]",6,"[('bloody',), ('a.f',), ('branco',), ('cartoon',)]",4,"[('bloody', 'a.f', 'branco'), ('a.f', 'branco', 'cartoon')]",6,1
"President Donald Trump’s Schedule for Friday, September 29, 2017
",9,64,2,0,0,0,"[('president', 'donald'), ('donald', 's'), ('s', 'schedule'), ('schedule', 'friday')]",8,"[('president',), ('donald',), ('s',), ('schedule',), ('friday',)]",5,"[('president', 'donald', 's'), ('donald', 's', 'schedule'), ('s', 'schedule', 'friday')]",9,1
"Are Dems’ Late-Night Sock Puppets a Sign that the Fairness Doctrine Should be Restored?
",14,87,0,0,0,0,"[('sock', 'puppets'), ('puppets', 'sign'), ('sign', 'doctrine')]",6,"[('sock',), ('puppets',), ('sign',), ('doctrine',)]",4,"[('sock', 'puppets', 'sign'), ('puppets', 'sign', 'doctrine')]",6,1
"Housing Bubble Symmetry
",3,23,0,0,0,0,"[('housing', 'symmetry')]",2,"[('housing',), ('symmetry',)]",2,[],1,1
"9/29 Through the 40s: HBD Cannonball & Paul, Camnitz Clan, Game Stories
",12,71,3,0,1,0,"[('40s', 'hbd'), ('hbd', 'cannonball'), ('cannonball', 'paul'), ('paul', 'camnitz'), ('camnitz', 'clan'), ('clan', 'game'), ('game', 'stories')]",14,"[('40s',), ('hbd',), ('cannonball',), ('paul',), ('camnitz',), ('clan',), ('game',), ('stories',)]",8,"[('40s', 'hbd', 'cannonball'), ('hbd', 'cannonball', 'paul'), ('cannonball', 'paul', 'camnitz'), ('paul', 'camnitz', 'clan'), ('camnitz', 'clan', 'game'), ('clan', 'game', 'stories')]",18,1
"“Racist Propaganda”: Librarian Rejects Books Donated By Melania
",8,63,1,0,0,0,"[('racist', 'propaganda'), ('propaganda', '”'), ('”', 'rejects'), ('rejects', 'books'), ('books', 'melania')]",10,"[('racist',), ('propaganda',), ('”',), ('rejects',), ('books',), ('melania',)]",6,"[('racist', 'propaganda', '”'), ('propaganda', '”', 'rejects'), ('”', 'rejects', 'books'), ('rejects', 'books', 'melania')]",12,1
"Rising Rock ‘n’ Roll Band Dynamos Unleash their Lead Single: “Shake, Rattle and Roll,” Available 10/13/17!
",16,106,3,0,0,0,"[('rock', '‘'), ('‘', '’'), ('’', 'band'), ('band', 'dynamos'), ('dynamos', 'shake'), ('shake', 'rattle'), ('rattle', 'roll'), ('roll', '”')]",16,"[('rock',), ('‘',), ('’',), ('band',), ('dynamos',), ('shake',), ('rattle',), ('roll',), ('”',)]",9,"[('rock', '‘', '’'), ('‘', '’', 'band'), ('’', 'band', 'dynamos'), ('band', 'dynamos', 'shake'), ('dynamos', 'shake', 'rattle'), ('shake', 'rattle', 'roll'), ('rattle', 'roll', '”')]",21,1
"Puerto Rico Hoax (Video)
",4,24,2,0,0,0,"[('puerto', 'rico'), ('rico', 'hoax'), ('hoax', 'video')]",6,"[('puerto',), ('rico',), ('hoax',), ('video',)]",4,"[('puerto', 'rico', 'hoax'), ('rico', 'hoax', 'video')]",6,1
"Denny’s Fire Staff Who Asked Black Patrons To Pay For Food In Advance
",13,69,0,0,0,0,"[('’', 's'), ('s', 'fire'), ('fire', 'staff'), ('staff', 'patrons'), ('patrons', 'food'), ('food', 'advance')]",12,"[('’',), ('s',), ('fire',), ('staff',), ('patrons',), ('food',), ('advance',)]",7,"[('’', 's', 'fire'), ('s', 'fire', 'staff'), ('fire', 'staff', 'patrons'), ('staff', 'patrons', 'food'), ('patrons', 'food', 'advance')]",15,1
"Prankster Arrested After Crashing Theresa May's Speech
",7,54,0,0,0,0,"[('prankster', 'theresa'), ('theresa', 'speech')]",4,"[('prankster',), ('theresa',), ('speech',)]",3,"[('prankster', 'theresa', 'speech')]",3,1
"The U.S. Government Is Suing People For Requesting Public Records
",10,65,2,0,0,0,"[('government', 'people'), ('people', 'records')]",4,"[('government',), ('people',), ('records',)]",3,"[('government', 'people', 'records')]",3,1
"Texans’ Player Donates First Game Check To Workers Effected By Harvey
",11,69,0,0,0,0,"[('texans', 'player'), ('player', 'donates'), ('donates', 'game'), ('game', 'check'), ('check', 'workers'), ('workers', 'harvey')]",12,"[('texans',), ('player',), ('donates',), ('game',), ('check',), ('workers',), ('harvey',)]",7,"[('texans', 'player', 'donates'), ('player', 'donates', 'game'), ('donates', 'game', 'check'), ('game', 'check', 'workers'), ('check', 'workers', 'harvey')]",15,1
"Long-Time Liberal Female Abuser Seeks Forgiveness by Attacking NRA
",9,66,0,0,1,0,"[('female', 'abuser'), ('abuser', 'forgiveness'), ('forgiveness', 'nra')]",6,"[('female',), ('abuser',), ('forgiveness',), ('nra',)]",4,"[('female', 'abuser', 'forgiveness'), ('abuser', 'forgiveness', 'nra')]",6,1
"Buy ‘Em or Deny ‘Em: Is Chris Johnson A Worthy Fantasy Option?
",12,62,1,0,0,0,"[('‘', 'em'), ('em', 'em'), ('em', 'johnson'), ('johnson', 'fantasy'), ('fantasy', 'option')]",10,"[('‘',), ('em',), ('em',), ('johnson',), ('fantasy',), ('option',)]",6,"[('‘', 'em', 'em'), ('em', 'em', 'johnson'), ('em', 'johnson', 'fantasy'), ('johnson', 'fantasy', 'option')]",12,1
"11 & US Govt Has Proven They ‘Hate Our Freedom’ Just As Much as Terrorists
",15,74,0,0,1,0,"[('govt', 'freedom'), ('freedom', 'terrorists')]",4,"[('govt',), ('freedom',), ('terrorists',)]",3,"[('govt', 'freedom', 'terrorists')]",3,1
"Food Truck Giving Free Food to Hurricane Workers, Kicked Out of Town for Not Having a Permit
",17,92,1,0,0,0,"[('food', 'truck'), ('truck', 'food'), ('food', 'hurricane'), ('hurricane', 'workers'), ('workers', 'town'), ('town', 'permit')]",12,"[('food',), ('truck',), ('food',), ('hurricane',), ('workers',), ('town',), ('permit',)]",7,"[('food', 'truck', 'food'), ('truck', 'food', 'hurricane'), ('food', 'hurricane', 'workers'), ('hurricane', 'workers', 'town'), ('workers', 'town', 'permit')]",15,1
"Shannon Bream to get primetime show on Fox News
",9,47,0,0,0,0,"[('shannon', 'bream'), ('bream', 'show'), ('show', 'news')]",6,"[('shannon',), ('bream',), ('show',), ('news',)]",4,"[('shannon', 'bream', 'show'), ('bream', 'show', 'news')]",6,1
"Avid Hunter Don Jr. On Gun Silencers: ‘It's Just A Great Instrument’
",12,68,2,0,0,0,"[('hunter', 'don'), ('don', 'jr.'), ('jr.', 'gun'), ('gun', 'silencers'), ('silencers', 'instrument'), ('instrument', '’')]",12,"[('hunter',), ('don',), ('jr.',), ('gun',), ('silencers',), ('instrument',), ('’',)]",7,"[('hunter', 'don', 'jr.'), ('don', 'jr.', 'gun'), ('jr.', 'gun', 'silencers'), ('gun', 'silencers', 'instrument'), ('silencers', 'instrument', '’')]",15,1
"The New Goosebumps Movie Trailer Is Out And It Has All The Monsters You Could Want!
",16,83,0,0,0,0,"[('goosebumps', 'movie'), ('movie', 'trailer'), ('trailer', 'monsters')]",6,"[('goosebumps',), ('movie',), ('trailer',), ('monsters',)]",4,"[('goosebumps', 'movie', 'trailer'), ('movie', 'trailer', 'monsters')]",6,1
"Facebook Could Start Using Facial Recognition to Verify Who You Are
",11,67,0,0,0,0,"[('facebook', 'recognition')]",2,"[('facebook',), ('recognition',)]",2,[],1,1
"Pacific Ring of Fire Waking Up? Major Geological Events Trigger Concerns
",11,72,0,0,0,0,"[('ring', 'fire'), ('fire', 'events'), ('events', 'trigger'), ('trigger', 'concerns')]",8,"[('ring',), ('fire',), ('events',), ('trigger',), ('concerns',)]",5,"[('ring', 'fire', 'events'), ('fire', 'events', 'trigger'), ('events', 'trigger', 'concerns')]",9,1
"G-Fans Bid Cain Adieu
",4,21,0,0,0,0,"[('g-fans', 'bid'), ('bid', 'adieu')]",4,"[('g-fans',), ('bid',), ('adieu',)]",3,"[('g-fans', 'bid', 'adieu')]",3,1
"The Chicago Bears versus the Minnesota Vikings In-Depth Game Preview
",10,68,0,0,0,0,"[('chicago', 'vikings'), ('vikings', 'game'), ('game', 'preview')]",6,"[('chicago',), ('vikings',), ('game',), ('preview',)]",4,"[('chicago', 'vikings', 'game'), ('vikings', 'game', 'preview')]",6,1
"Ravens Fall to Steelers, 26-9 at Home
",7,37,1,0,0,0,"[('ravens', 'steelers'), ('steelers', 'home')]",4,"[('ravens',), ('steelers',), ('home',)]",3,"[('ravens', 'steelers', 'home')]",3,1
"Player To Monitor: Will Teoscar Hernandez Emerge As A Viable Fantasy Option?
",12,76,1,0,0,0,"[('player', 'monitor'), ('monitor', 'emerge'), ('emerge', 'fantasy'), ('fantasy', 'option')]",8,"[('player',), ('monitor',), ('emerge',), ('fantasy',), ('option',)]",5,"[('player', 'monitor', 'emerge'), ('monitor', 'emerge', 'fantasy'), ('emerge', 'fantasy', 'option')]",9,1
"Louisville’s first move should be to let go of Rick Pitino.
",11,59,1,0,0,0,"[('’', 's'), ('s', 'rick'), ('rick', 'pitino')]",6,"[('’',), ('s',), ('rick',), ('pitino',)]",4,"[('’', 's', 'rick'), ('s', 'rick', 'pitino')]",6,1
"10/1 TRS-PNC Era: Wildcard Win, TRS Closes, Freddy Takes Crown, Locke's 1st Win & More
",15,86,4,0,3,0,"[('era', 'wildcard'), ('wildcard', 'win'), ('win', 'trs'), ('trs', 'closes'), ('closes', 'crown'), ('crown', 'locke'), ('locke', 'win')]",14,"[('era',), ('wildcard',), ('win',), ('trs',), ('closes',), ('crown',), ('locke',), ('win',)]",8,"[('era', 'wildcard', 'win'), ('wildcard', 'win', 'trs'), ('win', 'trs', 'closes'), ('trs', 'closes', 'crown'), ('closes', 'crown', 'locke'), ('crown', 'locke', 'win')]",18,1
"Trump Claims His Attacks On NFL Players Have ‘Nothing To Do With Race’
",13,70,0,0,1,0,"[('trump', 'attacks'), ('attacks', 'nfl'), ('nfl', 'players'), ('players', 'nothing'), ('nothing', 'race'), ('race', '’')]",12,"[('trump',), ('attacks',), ('nfl',), ('players',), ('nothing',), ('race',), ('’',)]",7,"[('trump', 'attacks', 'nfl'), ('attacks', 'nfl', 'players'), ('nfl', 'players', 'nothing'), ('players', 'nothing', 'race'), ('nothing', 'race', '’')]",15,1
"FSU Opponent Preview: Wake Forest
",5,33,1,0,1,0,"[('opponent', 'preview'), ('preview', 'wake'), ('wake', 'forest')]",6,"[('opponent',), ('preview',), ('wake',), ('forest',)]",4,"[('opponent', 'preview', 'wake'), ('preview', 'wake', 'forest')]",6,1
"Where Is The Relief Money For Texas Hurricane Victims? Please Share!
",11,68,0,0,0,0,"[('relief', 'money'), ('money', 'hurricane'), ('hurricane', 'victims'), ('victims', 'please'), ('please', 'share')]",10,"[('relief',), ('money',), ('hurricane',), ('victims',), ('please',), ('share',)]",6,"[('relief', 'money', 'hurricane'), ('money', 'hurricane', 'victims'), ('hurricane', 'victims', 'please'), ('victims', 'please', 'share')]",12,1
"Jets vs. Jaguars Week 4 Preview
",6,31,1,0,0,0,"[('jets', 'jaguars'), ('jaguars', 'week'), ('week', 'preview')]",6,"[('jets',), ('jaguars',), ('week',), ('preview',)]",4,"[('jets', 'jaguars', 'week'), ('jaguars', 'week', 'preview')]",6,1
"NASA-Funded Experiment Led To Intercourse Between A Woman And A Dolphin
",11,71,0,0,1,0,"[('experiment', 'woman'), ('woman', 'dolphin')]",4,"[('experiment',), ('woman',), ('dolphin',)]",3,"[('experiment', 'woman', 'dolphin')]",3,1
"Sweden: Neo-Nazis Clash With Anti-Fascists, Police At Yom Kippur Rally
",10,70,2,0,0,0,"[('sweden', 'clash'), ('clash', 'anti-fascists'), ('anti-fascists', 'police'), ('police', 'yom'), ('yom', 'kippur')]",10,"[('sweden',), ('clash',), ('anti-fascists',), ('police',), ('yom',), ('kippur',)]",6,"[('sweden', 'clash', 'anti-fascists'), ('clash', 'anti-fascists', 'police'), ('anti-fascists', 'police', 'yom'), ('police', 'yom', 'kippur')]",12,1
"9/25 Happenings: Bucs Clinch in '60; NH GM; HBD Dave, Dick, Tony & Vanimal; Wilson, Williams Records,
",17,101,8,0,3,0,"[('happenings', 'bucs'), ('bucs', 'clinch'), ('clinch', 'gm'), ('gm', 'hbd'), ('hbd', 'dick'), ('dick', 'tony'), ('tony', 'vanimal'), ('vanimal', 'wilson'), ('wilson', 'williams'), ('williams', 'records')]",20,"[('happenings',), ('bucs',), ('clinch',), ('gm',), ('hbd',), ('dick',), ('tony',), ('vanimal',), ('wilson',), ('williams',), ('records',)]",11,"[('happenings', 'bucs', 'clinch'), ('bucs', 'clinch', 'gm'), ('clinch', 'gm', 'hbd'), ('gm', 'hbd', 'dick'), ('hbd', 'dick', 'tony'), ('dick', 'tony', 'vanimal'), ('tony', 'vanimal', 'wilson'), ('vanimal', 'wilson', 'williams'), ('wilson', 'williams', 'records')]",27,1
"This Abandoned Village Shows What Would Happen If Human’s Didn’t Exist, It’s Hauntingly Beautiful
",14,97,1,0,0,0,"[('village', '’'), ('’', 's'), ('s', 'didn'), ('didn', '’'), ('’', 't'), ('t', 'exist')]",12,"[('village',), ('’',), ('s',), ('didn',), ('’',), ('t',), ('exist',)]",7,"[('village', '’', 's'), ('’', 's', 'didn'), ('s', 'didn', '’'), ('didn', '’', 't'), ('’', 't', 'exist')]",15,1
"Blackhawks at Detroit - 4-2 Win Recap
",7,37,0,0,0,0,"[('blackhawks', 'win'), ('win', 'recap')]",4,"[('blackhawks',), ('win',), ('recap',)]",3,"[('blackhawks', 'win', 'recap')]",3,1
"President Donald Trump’s Schedule for Monday, October 10, 2017
",9,62,2,0,0,0,"[('president', 'donald'), ('donald', 's'), ('s', 'schedule'), ('schedule', 'monday')]",8,"[('president',), ('donald',), ('s',), ('schedule',), ('monday',)]",5,"[('president', 'donald', 's'), ('donald', 's', 'schedule'), ('s', 'schedule', 'monday')]",9,1
"Las Vegas False Flag Mass Shooting: Real Casualties and Crisis Actors?
",11,70,1,0,0,0,"[('las', 'flag'), ('flag', 'mass'), ('mass', 'shooting'), ('shooting', 'casualties'), ('casualties', 'crisis'), ('crisis', 'actors')]",12,"[('las',), ('flag',), ('mass',), ('shooting',), ('casualties',), ('crisis',), ('actors',)]",7,"[('las', 'flag', 'mass'), ('flag', 'mass', 'shooting'), ('mass', 'shooting', 'casualties'), ('shooting', 'casualties', 'crisis'), ('casualties', 'crisis', 'actors')]",15,1
"ACC Announces Game Times & Networks for October 14
",9,50,0,0,1,0,"[('acc', 'announces'), ('announces', 'game'), ('game', 'times'), ('times', 'networks')]",8,"[('acc',), ('announces',), ('game',), ('times',), ('networks',)]",5,"[('acc', 'announces', 'game'), ('announces', 'game', 'times'), ('game', 'times', 'networks')]",9,1
"Week 5 Rankings (2017): Top 15 Kickers
",7,38,3,1,0,0,"[('week', 'rankings'), ('rankings', 'kickers')]",4,"[('week',), ('rankings',), ('kickers',)]",3,"[('week', 'rankings', 'kickers')]",3,1
"10/3 TRS-PNC Park Era: Bucs Win a Couple, Lose a Couple Playoff Games; Roberto & Pops Finales & Game Stories
",20,108,3,0,2,0,"[('park', 'era'), ('era', 'bucs'), ('bucs', 'couple'), ('couple', 'couple'), ('couple', 'playoff'), ('playoff', 'games'), ('games', 'finales'), ('finales', 'game'), ('game', 'stories')]",18,"[('park',), ('era',), ('bucs',), ('couple',), ('couple',), ('playoff',), ('games',), ('finales',), ('game',), ('stories',)]",10,"[('park', 'era', 'bucs'), ('era', 'bucs', 'couple'), ('bucs', 'couple', 'couple'), ('couple', 'couple', 'playoff'), ('couple', 'playoff', 'games'), ('playoff', 'games', 'finales'), ('games', 'finales', 'game'), ('finales', 'game', 'stories')]",24,1
"President Donald Trump’s Schedule for Wednesday, September 27, 2017
",9,67,2,0,0,0,"[('president', 'donald'), ('donald', 's'), ('s', 'schedule'), ('schedule', 'wednesday')]",8,"[('president',), ('donald',), ('s',), ('schedule',), ('wednesday',)]",5,"[('president', 'donald', 's'), ('donald', 's', 'schedule'), ('s', 'schedule', 'wednesday')]",9,1
"Jared Kushner Has Been Reportedly Voting As A Woman For 8 Years
",12,63,0,0,0,0,"[('kushner', 'woman'), ('woman', 'years')]",4,"[('kushner',), ('woman',), ('years',)]",3,"[('kushner', 'woman', 'years')]",3,1
"US scrambles B-1B bombers just off coast of North Korea
",10,55,0,0,1,0,"[('bombers', 'coast'), ('coast', 'korea')]",4,"[('bombers',), ('coast',), ('korea',)]",3,"[('bombers', 'coast', 'korea')]",3,1
"Dealing with the Disconnect
",4,27,0,0,0,0,[],1,"[('disconnect',)]",1,[],1,1
"Jets Place Charone Peake on IR
",6,30,0,0,1,0,"[('jets', 'peake'), ('peake', 'ir')]",4,"[('jets',), ('peake',), ('ir',)]",3,"[('jets', 'peake', 'ir')]",3,1
"Blackhawks Roster Breakdown: Goalies
",4,36,1,0,0,0,"[('blackhawks', 'roster'), ('roster', 'breakdown'), ('breakdown', 'goalies')]",6,"[('blackhawks',), ('roster',), ('breakdown',), ('goalies',)]",4,"[('blackhawks', 'roster', 'breakdown'), ('roster', 'breakdown', 'goalies')]",6,1
"Trump’s Cabinet Travels In Style At The Expense Of Tax Payers
",11,61,0,0,0,0,"[('trump', '’'), ('’', 's'), ('s', 'cabinet'), ('cabinet', 'travels'), ('travels', 'style'), ('style', 'expense'), ('expense', 'tax'), ('tax', 'payers')]",16,"[('trump',), ('’',), ('s',), ('cabinet',), ('travels',), ('style',), ('expense',), ('tax',), ('payers',)]",9,"[('trump', '’', 's'), ('’', 's', 'cabinet'), ('s', 'cabinet', 'travels'), ('cabinet', 'travels', 'style'), ('travels', 'style', 'expense'), ('style', 'expense', 'tax'), ('expense', 'tax', 'payers')]",21,1
"Lambeau Field has become a House of Horrors for the Chicago Bears
",12,65,0,0,0,0,"[('lambeau', 'field'), ('field', 'house'), ('house', 'horrors'), ('horrors', 'chicago'), ('chicago', 'bears')]",10,"[('lambeau',), ('field',), ('house',), ('horrors',), ('chicago',), ('bears',)]",6,"[('lambeau', 'field', 'house'), ('field', 'house', 'horrors'), ('house', 'horrors', 'chicago'), ('horrors', 'chicago', 'bears')]",12,1
"Will A Strong Finish/Postseason Keep Kris Bryant As A 2018 1st Round Pick?
",13,74,0,0,0,0,"[('finish/postseason', 'kris'), ('kris', 'bryant'), ('bryant', 'round'), ('round', 'pick')]",8,"[('finish/postseason',), ('kris',), ('bryant',), ('round',), ('pick',)]",5,"[('finish/postseason', 'kris', 'bryant'), ('kris', 'bryant', 'round'), ('bryant', 'round', 'pick')]",9,1
"St. Louis Cardinals plunk Anthony Rizzo in first at bat
",10,55,1,0,0,0,"[('st.', 'louis'), ('louis', 'cardinals'), ('cardinals', 'rizzo'), ('rizzo', 'bat')]",8,"[('st.',), ('louis',), ('cardinals',), ('rizzo',), ('bat',)]",5,"[('st.', 'louis', 'cardinals'), ('louis', 'cardinals', 'rizzo'), ('cardinals', 'rizzo', 'bat')]",9,1
"Employers Can Now Refuse to Pay for Birth Control, Thanks To Trump
",12,66,1,0,0,0,"[('employers', 'birth'), ('birth', 'control'), ('control', 'thanks')]",6,"[('employers',), ('birth',), ('control',), ('thanks',)]",4,"[('employers', 'birth', 'control'), ('birth', 'control', 'thanks')]",6,1
"Week 5 Rankings (2017): Top 50 Wide Receivers
",8,45,3,1,0,0,"[('week', 'rankings'), ('rankings', 'receivers')]",4,"[('week',), ('rankings',), ('receivers',)]",3,"[('week', 'rankings', 'receivers')]",3,1
"This Mom Broke The Law For Her Kid – What Would You Do?
",13,55,0,0,0,0,"[('mom', 'law'), ('law', 'kid')]",4,"[('mom',), ('law',), ('kid',)]",3,"[('mom', 'law', 'kid')]",3,1
"In 2000 The Simpsons Predicted The Donald Trump Presidency
",9,58,0,0,0,0,"[('simpsons', 'trump'), ('trump', 'presidency')]",4,"[('simpsons',), ('trump',), ('presidency',)]",3,"[('simpsons', 'trump', 'presidency')]",3,1
"Shock Report: One Third of US Government Satanic Pedophiles
",9,59,1,0,1,0,"[('shock', 'report'), ('report', 'third'), ('third', 'government'), ('government', 'pedophiles')]",8,"[('shock',), ('report',), ('third',), ('government',), ('pedophiles',)]",5,"[('shock', 'report', 'third'), ('report', 'third', 'government'), ('third', 'government', 'pedophiles')]",9,1
"2017 Fantasy Football Quarterback Rankings - Week 5
",8,51,0,0,0,0,"[('fantasy', 'football'), ('football', 'quarterback'), ('quarterback', 'rankings'), ('rankings', 'week')]",8,"[('fantasy',), ('football',), ('quarterback',), ('rankings',), ('week',)]",5,"[('fantasy', 'football', 'quarterback'), ('football', 'quarterback', 'rankings'), ('quarterback', 'rankings', 'week')]",9,1
"President Donald Trump’s Schedule for Saturday, October 7, 2017
",9,63,2,0,0,0,"[('president', 'donald'), ('donald', 's'), ('s', 'schedule'), ('schedule', 'saturday')]",8,"[('president',), ('donald',), ('s',), ('schedule',), ('saturday',)]",5,"[('president', 'donald', 's'), ('donald', 's', 'schedule'), ('s', 'schedule', 'saturday')]",9,1
